tool_id,collaboration_sent,innovative_sent,information_sent,service_sent,business_development_sent,content_management_sent,user_experience_sent,design_sent,time_management_sent,product_sent,content_creation_sent,customer_support_sent,ease_of_use_sent,workflow_optimization_sent,ai_assistant_sent,collaboration,innovative,information,service,business_development,content_management,user_experience,design,time_management,product,content_creation,customer_support,ease_of_use,workflow_optimization,ai_assistant
169.0,,0.5,,0.39583333333333337,0.375,,,0.2916666666666667,-0.012499999999999997,0.07500000000000002,,,0.5,,0.35,0.0,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333
188.0,,,,,,,0.0,,,0.0,,0.0,,,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4
200.0,0.3078130797773655,0.2935518518518519,0.32405242905242904,0.30860881542699725,0.25410947712418297,0.19388774104683193,0.27437907330764477,0.32151515151515153,0.2582562229437229,0.25925932145759734,0.29274410774410775,0.27023376623376627,0.330085165379283,0.2761560729243656,0.24413620987391474,0.125,0.1913265306122449,0.05357142857142857,0.02806122448979592,0.08673469387755102,0.08418367346938775,0.23214285714285715,0.08418367346938775,0.22448979591836735,0.22193877551020408,0.08418367346938775,0.1913265306122449,0.13010204081632654,0.10459183673469388,0.1556122448979592
205.0,0.4453703703703704,0.2325,0.29583333333333334,0.2787037037037037,0.28250000000000003,0.46805555555555556,0.3821428571428572,0.31875000000000003,0.4272222222222222,0.3007407407407408,0.5246527777777777,0.42236111111111113,0.43993055555555555,0.2672222222222222,0.2844907407407407,0.06818181818181818,0.11363636363636363,0.06818181818181818,0.20454545454545456,0.11363636363636363,0.045454545454545456,0.3181818181818182,0.045454545454545456,0.11363636363636363,0.3409090909090909,0.09090909090909091,0.22727272727272727,0.09090909090909091,0.11363636363636363,0.2727272727272727
218.0,0.16666666666666666,0.38666666666666666,-0.13295454545454546,-0.4318181818181818,0.49583333333333335,0.3873015873015873,0.275,,0.5066666666666666,0.4,0.45166666666666666,0.34702797202797203,0.35000000000000003,0.6166666666666667,0.021212121212121196,0.0625,0.10416666666666667,0.08333333333333333,0.020833333333333332,0.08333333333333333,0.0625,0.08333333333333333,0.0,0.10416666666666667,0.2708333333333333,0.20833333333333334,0.2708333333333333,0.14583333333333334,0.041666666666666664,0.08333333333333333
277.0,0.5,0.3630952380952381,0.55,0.5333333333333333,,,0.4464285714285714,0.1,0.5333333333333333,0.4464285714285714,0.5,0.5,0.4309523809523809,,0.5,0.125,0.25,0.125,0.25,0.0,0.0,0.25,0.125,0.25,0.25,0.25,0.125,0.375,0.0,0.125
285.0,,,,,,0.95,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297.0,,0.3169642857142857,,,,,0.3169642857142857,0.13392857142857142,0.5,,,,0.3169642857142857,0.3169642857142857,,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0
315.0,,,,1.0,,0.39,,,,,0.39,,,,0.6950000000000001,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5
318.0,1.0,0.0,,0.23500000000000001,0.4083333333333334,0.05833333333333333,0.0,0.0,0.0,0.0,-0.03888888888888889,0.0,1.0,,0.2066666666666667,0.07692307692307693,0.07692307692307693,0.0,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.38461538461538464
327.0,,0.2555555555555556,,0.36111111111111116,,0.4,0.03333333333333333,,,0.30000000000000004,0.5111111111111111,,0.49259259259259264,,0.4833333333333334,0.0,0.2222222222222222,0.0,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333
329.0,0.03835978835978836,0.49722222222222223,0.05857142857142857,0.12284313725490197,-0.014285714285714285,0.12300595238095238,0.07300275482093664,,0.08000000000000002,0.1607843137254902,0.14105263157894737,-0.008928571428571428,0.07999999999999999,0.26666666666666666,0.1689348370927318,0.13043478260869565,0.08695652173913043,0.08695652173913043,0.2463768115942029,0.07246376811594203,0.2318840579710145,0.15942028985507245,0.0,0.14492753623188406,0.2463768115942029,0.2753623188405797,0.10144927536231885,0.07246376811594203,0.057971014492753624,0.2753623188405797
340.0,,,,,,,,,,0.45499999999999996,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
358.0,0.5196969696969697,0.43333333333333335,0.0,0.11994434137291281,0.3458333333333334,0.2456060606060606,0.17424242424242423,0.05,0.3,0.13737373737373737,0.3445887445887446,0.20606060606060606,0.3060395622895623,0.29583333333333334,0.16651205936920224,0.08333333333333333,0.0625,0.020833333333333332,0.2916666666666667,0.041666666666666664,0.10416666666666667,0.125,0.041666666666666664,0.10416666666666667,0.0625,0.14583333333333334,0.041666666666666664,0.25,0.041666666666666664,0.2916666666666667
363.0,0.5933333333333334,0.5538888888888889,0.5933333333333334,0.3333333333333333,0.47421296296296295,0.3625,0.425,,0.34187500000000004,0.5449999999999999,0.4613611111111111,0.3333333333333333,0.404563492063492,0.45583333333333337,0.4777777777777778,0.038461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.11538461538461539,0.07692307692307693,0.0,0.15384615384615385,0.038461538461538464,0.38461538461538464,0.038461538461538464,0.2692307692307692,0.11538461538461539,0.038461538461538464
368.0,0.2238293650793651,0.24870370370370373,,0.0,0.20793650793650792,0.3025555555555556,0.5875,,0.42708333333333337,0.29375,0.2769973544973545,0.0,0.13333333333333333,0.26666666666666666,0.24922222222222223,0.4444444444444444,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.5555555555555556
384.0,0.0,0.25,,,,0.06666666666666668,,,,0.16666666666666666,0.06666666666666668,,0.5,,0.19833333333333336,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.4
386.0,0.125,0.38611111111111107,0.2333333333333333,0.0,0.15,0.36666666666666664,0.0,,0.15,0.26666666666666666,0.1833333333333333,0.0,0.22499999999999998,0.22499999999999998,0.19999999999999998,0.36363636363636365,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.09090909090909091
387.0,0.27603586889301174,0.32888007054673724,0.14814814814814817,0.07222222222222222,0.33062169312169315,0.2963888888888889,0.2665743570155335,0.29464285714285715,0.27506713965047297,0.3627570346320347,0.3264694564694564,0.337224025974026,0.29833333333333334,0.22207341269841271,0.11865079365079365,0.3181818181818182,0.20454545454545456,0.06818181818181818,0.06818181818181818,0.13636363636363635,0.11363636363636363,0.38636363636363635,0.022727272727272728,0.4090909090909091,0.36363636363636365,0.3409090909090909,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.11363636363636363
397.0,,0.2142857142857143,0.2708333333333333,0.19929377811730756,-0.14285714285714285,0.3340277777777778,0.27499167499167504,0.18888888888888888,0.4973214285714286,0.34833333333333333,0.27970328282828283,0.1341710758377425,0.25198412698412703,0.30000000000000004,0.24321977539368844,0.0,0.023255813953488372,0.046511627906976744,0.3953488372093023,0.046511627906976744,0.09302325581395349,0.3023255813953488,0.06976744186046512,0.09302325581395349,0.11627906976744186,0.18604651162790697,0.20930232558139536,0.06976744186046512,0.046511627906976744,0.5348837209302325
398.0,,0.425,,0.2125,,,,,,0.0,,,0.425,,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
399.0,,,,,,,0.0,,,0.15,,0.075,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5
408.0,,,,0.0,,,0.07500000000000001,,,,,,0.1277777777777778,,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.16666666666666666
415.0,,,,,0.24444444444444446,0.17222222222222222,0.24444444444444446,,0.24444444444444446,0.0,0.17222222222222222,1.0,0.24444444444444446,0.24444444444444446,0.17222222222222222,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857
420.0,,,0.13636363636363635,0.07999999999999999,0.1,0.35,0.15,,0.1,,0.07333333333333333,0.2255050505050505,0.1,0.1,0.12329545454545454,0.0,0.0,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.16666666666666666,0.25,0.0,0.08333333333333333,0.0,0.4166666666666667,0.5,0.08333333333333333,0.08333333333333333,0.6666666666666666
428.0,0.125,0.4130710955710955,-0.04375,0.22788194444444443,0.28725694444444444,0.25777777777777783,0.39135353535353534,0.0875,0.30311868686868687,0.3965151515151515,0.27811868686868685,0.37848484848484854,0.3202617521367521,0.3,0.38833333333333336,0.025,0.1625,0.025,0.15,0.15,0.1125,0.125,0.05,0.15,0.2125,0.15,0.0625,0.325,0.15,0.0625
431.0,-0.16666666666666666,,,,0.0,0.12261904761904761,0.48166666666666663,,0.24523809523809523,0.3,0.30000000000000004,-0.3333333333333333,0.46305555555555555,-0.3333333333333333,0.3634523809523809,0.15384615384615385,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.15384615384615385
445.0,,,,0.5,,,,,,,,,,,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
447.0,,,,,0.38333333333333336,0.37916666666666665,0.0,,0.4222222222222222,,0.4222222222222222,,0.2555555555555556,0.2555555555555556,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.375,0.0,0.375,0.0,0.375,0.375,0.125
455.0,0.2568821548821549,0.2802428127428127,0.16079545454545455,0.10902777777777778,0.3152045177045177,0.28078514739229027,0.40157159833630424,0.3666666666666667,0.22348972922502336,0.3175515151515152,0.2560637973137973,0.25,0.39537712287712284,0.2372499722499722,0.26030776515151516,0.1724137931034483,0.14942528735632185,0.022988505747126436,0.06896551724137931,0.14942528735632185,0.16091954022988506,0.19540229885057472,0.011494252873563218,0.19540229885057472,0.28735632183908044,0.2988505747126437,0.06896551724137931,0.2988505747126437,0.14942528735632185,0.1839080459770115
460.0,0.21525974025974026,0.8,0.25,0.25,0.09025974025974026,,0.25,0.09025974025974026,0.18051948051948052,0.26666666666666666,,,0.25,,0.25,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
462.0,,,,,,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507.0,0.4593434343434344,0.37388419913419907,0.6072619047619048,0.35101851851851845,0.3289790764790765,0.28214474678760393,0.16863095238095235,0.18888888888888888,0.2214434523809524,0.31842424242424244,0.2666687552213868,0.4270833333333333,0.2847787114845938,0.23623308270676693,0.3943055555555556,0.10784313725490197,0.21568627450980393,0.029411764705882353,0.08823529411764706,0.21568627450980393,0.20588235294117646,0.14705882352941177,0.029411764705882353,0.1568627450980392,0.14705882352941177,0.18627450980392157,0.0392156862745098,0.3333333333333333,0.18627450980392157,0.13725490196078433
520.0,0.0,0.4283333333333334,0.2675,0.21666666666666667,0.2675,0.35,0.20654761904761904,0.0,0.2587301587301587,0.2675,0.2,0.21666666666666667,0.6295833333333334,0.535,,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.047619047619047616,0.0
531.0,0.20985185185185187,0.257260101010101,,0.13999999999999999,0.6666666666666666,0.5196969696969698,0.15932780182780185,0.4446428571428571,0.19491319444444447,0.1826236559139785,0.24354578754578754,0.13795518207282914,0.24370490620490623,0.39666666666666667,0.2746212121212121,0.2542372881355932,0.1016949152542373,0.0,0.11864406779661017,0.05084745762711865,0.06779661016949153,0.3559322033898305,0.06779661016949153,0.2711864406779661,0.5254237288135594,0.22033898305084745,0.288135593220339,0.15254237288135594,0.05084745762711865,0.2033898305084746
552.0,0.33100529100529097,0.3374358974358974,0.16576923076923078,0.20075757575757572,0.22236053719008264,0.1706346801346801,0.33713950731807873,0.37993055555555555,0.3162711817629851,0.27826564969422113,0.38288254163254165,0.32220128110372015,0.27687466772993086,0.22534864776800256,0.2711642284918147,0.15498154981549817,0.0959409594095941,0.04797047970479705,0.04059040590405904,0.08118081180811808,0.11070110701107011,0.18081180811808117,0.05904059040590406,0.22509225092250923,0.23247232472324722,0.2730627306273063,0.15129151291512916,0.21033210332103322,0.11439114391143912,0.1070110701107011
557.0,0.23958333333333334,0.25833333333333336,0.21611111111111111,0.21442708333333335,0.240625,0.17515873015873018,0.2548076923076923,0.25,0.22814393939393945,0.14966666666666667,0.262962962962963,-0.1,0.3288690476190476,0.2345588235294118,0.21395833333333336,0.2,0.075,0.1125,0.2,0.2,0.2625,0.1625,0.025,0.275,0.0625,0.3375,0.025,0.35,0.2125,0.2
570.0,0.028888888888888898,0.4583333333333333,,0.04527777777777777,0.05000000000000001,,0.16926807760141094,,0.3541666666666667,0.225,0.2226190476190476,0.14722222222222225,0.5,,0.06567460317460318,0.18518518518518517,0.14814814814814814,0.0,0.18518518518518517,0.14814814814814814,0.0,0.3333333333333333,0.0,0.2962962962962963,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.037037037037037035,0.0,0.25925925925925924
576.0,0.38666666666666666,0.375,,,0.13333333333333333,0.22962962962962963,0.21925925925925924,0.2261904761904762,0.2485537918871252,0.372,0.3081481481481481,0.35875,0.32873015873015876,0.26666666666666666,0.1375,0.13636363636363635,0.09090909090909091,0.0,0.0,0.09090909090909091,0.13636363636363635,0.4090909090909091,0.13636363636363635,0.4090909090909091,0.22727272727272727,0.2727272727272727,0.18181818181818182,0.4090909090909091,0.045454545454545456,0.09090909090909091
613.0,0.1125,,0.15,,0.375,0.27954545454545454,0.075,0.9,0.625,,0.225,,0.24285714285714288,0.9,0.14772727272727273,0.125,0.0,0.0625,0.0,0.1875,0.25,0.375,0.0625,0.125,0.0,0.375,0.0,0.4375,0.0625,0.1875
621.0,,,,,,,,0.2,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630.0,,0.13333333333333333,,,,,0.1875,,,,,,0.13333333333333333,,,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
688.0,,,,0.175,,,0.1,,0.15,,0.15,,0.0,,0.175,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857
714.0,0.65,0.2805555555555556,0.36666666666666675,0.5666666666666668,0.1666666666666667,0.1666666666666667,0.65,0.2888888888888889,0.5104166666666667,0.4166666666666667,0.4083333333333334,0.3555555555555556,0.29583333333333334,0.1666666666666667,0.5666666666666668,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.14285714285714285
719.0,,,,0.6666666666666666,,,,,,0.6666666666666666,,0.6666666666666666,,,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5
724.0,,,,0.6749999999999999,-0.16666666666666666,0.3716666666666667,,,-0.16666666666666666,0.29583333333333334,0.3716666666666667,,-0.16666666666666666,-0.16666666666666666,0.3716666666666667,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143
733.0,0.14833333333333334,0.46964285714285714,0.26666666666666666,0.23959259259259263,0.21000000000000002,0.4104166666666667,0.15,0.0875,0.5055555555555556,0.2966666666666667,0.47861111111111115,0.6166666666666667,0.2921851851851852,0.44333333333333336,0.4029166666666667,0.037037037037037035,0.14814814814814814,0.018518518518518517,0.2777777777777778,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.05555555555555555,0.18518518518518517,0.1111111111111111,0.018518518518518517,0.2777777777777778,0.09259259259259259,0.07407407407407407
738.0,,0.75,,0.0,0.3527777777777778,-0.008333333333333331,,,-0.008333333333333331,,-0.008333333333333331,,0.37083333333333335,-0.008333333333333331,0.0,0.0,0.25,0.0,0.25,0.75,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.25,0.25
752.0,,,,,,,,,0.7,,,,,0.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
754.0,,0.0,,,0.0,0.0,,,0.4,0.0,0.0,,0.0,0.0,,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.4,0.2,0.0,0.2,0.2,0.0
801.0,,0.525,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802.0,0.09027777777777778,0.18055555555555555,0.07777777777777778,,,0.18055555555555555,-0.024999999999999994,,,,,,,,,0.4,0.2,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806.0,,0.42803030303030304,0.45,0.27070707070707073,0.23333333333333336,-0.03333333333333327,0.6124999999999999,0.10535714285714286,0.7000000000000001,0.775,0.7000000000000001,,0.328030303030303,-0.04040404040404039,0.24325757575757576,0.0,0.26666666666666666,0.13333333333333333,0.2,0.2,0.06666666666666667,0.2,0.2,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.26666666666666666,0.2,0.3333333333333333
817.0,,,0.35,,,,,,0.8,0.8,-1.0,,,,,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
819.0,0.0,,,,0.25454365079365077,0.2587103174603174,0.0,0.1625,0.16045238095238096,0.30000000000000004,0.2564558853844568,0.25,0.20056547619047618,0.14113921957671957,0.0,0.0625,0.0,0.0,0.0,0.375,0.375,0.125,0.0625,0.3125,0.125,0.4375,0.1875,0.25,0.5,0.0625
820.0,0.5666666666666667,0.275,,0.13008658008658008,0.39345238095238094,,0.3880681818181818,,0.275,0.19583333333333333,0.0,0.5875,0.39345238095238094,0.0,0.20151515151515148,0.1111111111111111,0.1111111111111111,0.0,0.3888888888888889,0.1111111111111111,0.0,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.3888888888888889
860.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861.0,,0.42500000000000004,0.0,0.05,,,0.025,,0.05,0.8,0.025,0.0,0.0,0.0,0.025,0.0,0.5,0.25,0.25,0.0,0.0,0.5,0.0,0.25,0.25,0.5,0.25,0.25,0.25,0.5
863.0,,0.10912698412698413,,0.18621031746031746,0.09619047619047619,0.20976190476190476,0.24492063492063496,-0.15,0.20976190476190476,0.09566666666666666,0.20976190476190476,0.08333333333333333,0.10488095238095238,0.20976190476190476,0.1386904761904762,0.0,0.3333333333333333,0.0,0.3333333333333333,0.2222222222222222,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.2222222222222222
865.0,0.20416666666666666,0.2833333333333333,0.08333333333333333,0.21458333333333335,0.125,,0.125,,0.125,0.05833333333333333,0.125,0.08928571428571429,,,0.1375,0.5,0.25,0.25,0.5,0.25,0.0,0.25,0.0,0.25,0.75,0.25,0.875,0.0,0.0,0.25
871.0,0.3775757575757576,0.37395833333333334,0.46666666666666673,0.5,0.25705627705627704,0.3180555555555556,0.3777083333333333,0.20603896103896105,0.4666666666666666,0.175,0.4666666666666666,0.2333333333333333,0.3346010101010101,0.3055555555555556,0.5,0.1,0.26666666666666666,0.03333333333333333,0.03333333333333333,0.23333333333333334,0.1,0.26666666666666666,0.1,0.1,0.13333333333333333,0.1,0.1,0.5,0.2,0.03333333333333333
874.0,0.25,,,0.30000000000000004,0.24166666666666667,0.1883333333333333,0.08856060606060606,,0.2630681818181818,0.225,0.3,,0.41250000000000003,0.225,0.14722222222222223,0.14285714285714285,0.0,0.0,0.07142857142857142,0.21428571428571427,0.35714285714285715,0.35714285714285715,0.0,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.0,0.14285714285714285,0.14285714285714285,0.21428571428571427
883.0,0.0,0.0,,,0.0,,,,,0.0,,,,0.0,,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
896.0,0.225,0.225,,,0.225,,0.4666666666666666,0.225,,,,,,,,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902.0,0.4,0.4777777777777778,0.30242424242424243,0.22420634920634921,0.12234848484848486,0.11452380952380954,0.012499999999999997,0.05,0.15416666666666667,0.2592592592592593,0.04785714285714286,0.23214285714285715,0.3575757575757576,0.25882683982683985,0.16815476190476192,0.04878048780487805,0.07317073170731707,0.12195121951219512,0.07317073170731707,0.1951219512195122,0.12195121951219512,0.0975609756097561,0.04878048780487805,0.14634146341463414,0.21951219512195122,0.12195121951219512,0.04878048780487805,0.14634146341463414,0.17073170731707318,0.0975609756097561
903.0,,,,1.0,0.0,,,0.15,,0.075,0.8,0.575,,,,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0
913.0,-0.16666666666666666,,0.03611111111111112,,0.48750000000000004,0.48750000000000004,,,0.44375000000000003,0.1,0.48750000000000004,,0.48750000000000004,0.26875000000000004,,0.08333333333333333,0.0,0.25,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0
922.0,0.0,0.2888888888888889,,,0.0,,,0.2888888888888889,,,0.35,,0.36111111111111116,,0.43333333333333335,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.5,0.0,0.25
934.0,,,,0.65,,0.625,,,,,0.625,,0.65,0.65,0.625,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0
950.0,0.5722222222222223,0.25,0.0,,,,0.19999999999999998,,0.7166666666666668,,0.25,,0.16666666666666666,0.3583333333333334,,0.375,0.25,0.125,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.375,0.25,0.0
