name,task,url,price,saves,likes,stars,period
AprilAI,Communication improvement,https://april-ai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,17,N/A,N/A,january
AI2DocReview,Medical advice,https://www.ai2docreview.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $180/yr,23,N/A,N/A,january
Colorcinch,Image cartooning,https://www.cartoonize.net/?ref=taaft&utm_source=taaft&utm_medium=referral,From $4.99/mo,50,1,N/A,january
Aladdin AI,Sales,https://aladdinai.vercel.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,21,N/A,N/A,january
AudioBriefly,Voice notes summaries,https://audiobriefly.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From €3/mo,22,N/A,5.0,january
IconizeAI,App icons,https://iconizeai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,25,1,5.0,january
Prompt Octopus,Prompt engineering,https://promptoctopus.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,42,N/A,5.0,january
Picmojo,Image generation,https://apps.apple.com/us/app/ai-photo-generator-picmojo/id6465844397?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,14,N/A,N/A,january
Chercheur GPT Explorer,Gpt discovery,https://chat.openai.com/g/g-nBoOihBM5-chercheur-gpt-explorer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Grk Precision,Humorous education,https://chat.openai.com/g/g-nbucgRH7C-grok-precision?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Business Intel Pro,Business analysis,https://chat.openai.com/g/g-DCAtr4ANz-business-intel-pro?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Babel Dish,Menu translation,https://babeldish.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
CalcLeads,Website calculators,https://calcleads.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
kAI KGApps,Task automation,https://kai.kgappss.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
RoastME,Website roasting,https://roastme.garcho.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Toneup,Fitness,https://toneup.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Rely.io,Software development,https://www.rely.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Content Refiner,Content generation,https://chat.openai.com/g/g-Cv80IeKLP-content-refiner?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,january
Cartoon Characters Generator,Character creation,https://chat.openai.com/g/g-e4oMJi9er-cartoon-characters-generator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Tome,Interactive storytelling,https://tome.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,343,12,4.2,january
Sanctum,Content generation,https://sanctum.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $8/mo,36,1,5.0,january
EchoTalent,Job search,https://echotalent.net/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $9.99/mo,12,1,5.0,january
Full Stack AI,Apps,https://fsai.elie.tech/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,36,N/A,N/A,january
PencilsOut,Image generation,https://www.pencilsout.studio/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $15/mo,17,N/A,N/A,january
Snapheadshots,Professional avatars,https://snapheadshots.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $25,23,1,1.0,january
Echo AI Interview Prep,Interview preparation,https://apps.apple.com/us/app/echo-ai-interview-prep-coach/id6474445689?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $3.99,15,N/A,N/A,january
BabelOn,Travel itineraries,https://babelontrip.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,8,1,5.0,january
Twin Pics,Image recreation,https://twinpics.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,18,N/A,N/A,january
CrewAI,Agents,https://www.crewai.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,19,N/A,N/A,january
Observo,Database optimization,https://www.observo.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,7,N/A,N/A,january
Academic Writing Coach,Academic writing,https://chat.openai.com/g/g-nxiMTVtrG-academic-writing-coach?ref=taaft&utm_source=taaft&utm_medium=referral,Free,2,N/A,N/A,january
Strategic Insight Consultant,Business strategies,https://chat.openai.com/g/g-zHoGngAKP-strategic-insight-consultant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Codara,Code reviews,https://codara.io/?ref=taaft&utm_source=taaft&utm_medium=referral,From $24/mo,1,N/A,N/A,january
GPTZero.cc,AI content detection,https://gpt-zero.cc/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Hawke AI,Marketing management,https://hawke.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
TubeToText,Youtube summaries,https://tubetotext.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Bazinga,Voice memos,https://usebazinga.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Rendair,Architectural design,https://www.rendaircorp.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Scandilytics,E-commerce analytics,https://www.scandilytics.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
TemplateAI,Apps,https://www.templateai.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,2,N/A,N/A,january
User Interview Assistant,User interviews,https://chat.openai.com/g/g-YhxV9qbne-user-interview-assistant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Character Generator,Character creation,https://chat.openai.com/g/g-iW2JGjkIm-character-generator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Chatlease,Real estate,https://www.chatlease.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $9/mo,N/A,N/A,N/A,january
AI ChatMentor,Communication improvement,https://www.chatmentor.tech/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
HeyModel,Fashion models,https://heymodel.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $6.99/mo,N/A,N/A,N/A,january
Podmob,Podcast summaries,https://www.podmob.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,56,2,4.4,january
Headpix,Professional avatars,https://headpix.ai/?utm_source=theresanai,From $29,20,N/A,5.0,january
CartBuddyGPT,Shopping assistance,https://cartbuddygpt.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,93,1,5.0,january
Curvedo,Academic writing,https://curvedo.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $6.99/mo,12,N/A,N/A,january
DocXter,Document Q&A,https://docxter.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,28,3,3.7,january
Varolio,Email management,https://varolio.io/email-manager?ref=taaft&utm_source=taaft&utm_medium=referral,From $8/mo,12,N/A,N/A,january
GitBlog,SEO metadata,https://gitblog.io/tools/ai-generated-seo?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $30/mo,16,N/A,5.0,january
Tendi,Financial advice,https://tendi.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,30,N/A,N/A,january
Resume Analyzer AI,Resume analysis,https://resume-analyzer.ploomberapp.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,11,N/A,N/A,january
Language Tutor (Any Language),Language tutoring,https://chat.openai.com/g/g-iNrAysHUP-language-tutor-any-language?ref=taaft&utm_source=taaft&utm_medium=referral,Free,6,1,5.0,january
Image Gen VIP,Image generation,https://chat.openai.com/g/g-njKjI13dl-image-gen-vip?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,january
Data Analytics in Business Process Version 1.2,Business analysis,https://chat.openai.com/g/g-pbgnVlqRk-data-analytics-in-business-process-version-1-2?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Drug Business Intelligence,Pharmaceutical business intelligence,https://chat.openai.com/g/g-lXKHghqkr-drug-business-intelligence?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Small Busines All In One,Online business visibility,https://chat.openai.com/g/g-nyEScT1kC-small-busines-all-in-one?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Strateg Kampanii GPT,Election campaign planning,https://chat.openai.com/g/g-Y7ojQIM8p-strateg-kampanii?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Imgage,Image generation,https://www.imgage.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
MealSnap: AI meal log journal,Calorie tracking,https://apps.apple.com/mm/app/mealsnap-ai-meal-log-journal/id6475162854?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
AI English Practise,English lessons,https://apps.apple.com/tr/app/ai-english-practise/id6475690569?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
CreateEasily,Audio transcription,https://createeasily.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Data on Demand,Business intelligence,https://dod.humanli.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Draw AI - Generate AI Art,Drawing,https://play.google.com/store/apps/details?id=playstudio.android.drawai&ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Resume Rewriter AI,Resumes,https://resumerewriter.online/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
DecoderAI,Chatbots,https://soldecoder.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
StoryGen,Story writing,https://story-gen.onrender.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,3,N/A,N/A,january
Mercor Teams,ob recruitment,https://team.mercor.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
BlipCut,Video dubbing,https://videotranslator.blipcut.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $0.82/day,N/A,N/A,N/A,january
BodyGuru,Wellness,https://www.bodyguru.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
WonderWeave,Children's stories,https://www.wonderweave.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Anywrite,Content generation,https://app.getanywrite.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Locket,Love compatibility,https://www.lovelocket.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
MyInvestment-AI,Investment research,https://myinvestment-ai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $9.99,N/A,N/A,N/A,january
Linda AI,Relationship advice,https://apps.apple.com/us/app/linda-ai-dating-coach/id6474233246?platform=iphone&ref=taaft&utm_source=taaft&utm_medium=referral,Free from $6.99,19,1,N/A,january
Kin,Personal development,https://mykin.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,244,9,4.9,january
ChatUp AI,Chatting,https://aichattings.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,18,N/A,4.5,january
ProductDescriber,Product descriptions,https://productdescriber.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From €5,24,N/A,N/A,january
Wally,Wallpapers,https://apps.apple.com/us/app/wally-create-your-wallpapers/id6473636677?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $3.99,7,N/A,N/A,january
AskNova,Personal assistant,https://asknova.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,18,N/A,N/A,january
Sweeppea,Sweepstakes management,https://chat.openai.com/g/g-ghKKsZbRw-sweeppea?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Bedrock Computer Gal,Personal assistant,https://www.bedrock.computer/gal?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,8,N/A,N/A,january
GPT Builder Master,Gpt creation,https://chat.openai.com/g/g-ofyDl3xdn-gpt-builder-master?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Fantasy Forge,Games,https://chat.openai.com/g/g-KLsvrT6fg-fantasy-forge?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
Great Writer,Video scripts,https://chat.openai.com/g/g-lLqBnJWPI-great-writer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,4,N/A,N/A,january
ABC Finder,Children learning,https://apps.apple.com/us/app/abc-finder/id6472734646?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $1.99,N/A,N/A,N/A,january
ChatYourExcel,Spreadsheet tasks,https://chatyourexcel.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
HeroST,Product listing optimization,https://www.hero.st/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
TextX,Email writing,https://apps.apple.com/us/app/ai-email-writer-app-textx/id6475508821?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $9.99/mo,N/A,N/A,N/A,january
TalkAgent,Chatting,https://apps.apple.com/us/app/talkagent-polyglot-voice-chat/id6472412023?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $0.99/mo,N/A,N/A,N/A,january
Dewatermark,Watermark removal,https://dewatermark.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
AIRoomGenerator,Interior design,https://airoomgenerator.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From €8,N/A,N/A,N/A,january
LittleStory.io,Children's stories,https://littlestory.io/en?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Rumi,Meetings,https://rumi.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $6.49/mo,N/A,N/A,N/A,january
TermScout,Contract reviews,https://www.termscout.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from $129/mo,N/A,N/A,N/A,january
AI User Persona Generator,User personas,https://chat.openai.com/g/g-SKdgK3Apk-ai-user-persona-generator?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Roam Helper,Data management,https://chat.openai.com/g/g-ZQHqgjDMD-roam-helper?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
LustGF AI Girlfriend,Virtual girlfriend,https://lustgf.com/?ref=taaft&utm_source=taaft&utm_medium=referral,Free + from $4.99,16,N/A,5.0,january
AppsMakerStore,Apps,https://appsmakerstore.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $29/mo,73,N/A,N/A,january
Dream House,Interior/exterior design,https://dream-house.clarkdinnison.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,39,2,1.0,january
Gedeon,Incident response,https://gedeon.framer.website/ai?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,13,1,5.0,january
LangCSS,Web design,https://langcss.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,19,N/A,N/A,january
Poper.ai,PopUp messages,https://www.poper.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
DesignBuddy.net,Web design,https://designbuddy.net/?ref=taaft&utm_source=taaft&utm_medium=referral,From $10/mo,2,N/A,N/A,january
Digital Strategist,Business strategies,https://chat.openai.com/g/g-Sbl3dCinw-digital-strategist?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Strategy Consultant GPT,Business consulting,https://chat.openai.com/g/g-0WFhr0TzJ-strategy-consultant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Video Chat,YouTube summaries,https://chat.openai.com/g/g-cxgPzrHnt-video-chat?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Trendup Viral Video Generator,Viral videos,https://chat.openai.com/g/g-Na221tlJ8-viral-video-generator-by-trendup?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Gift Finder GPT,Gift ideas,https://chat.openai.com/g/g-r90flDNrz-gift-finder?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
FigureAI,Expense tracking,https://figureai.carrd.co/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Hermeso,Travel itineraries,https://hermeso.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
MacGaiver,Personal assistant,https://macgaiver.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
GPT Engineer,Prototyping,https://gptengineer.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Omnisearch,Search engine,https://omnisearch.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Trustguide,Customer reviews analysis,https://www.trustguide.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,1,5.0,january
ALFA BOY 3,Python coding assistance,https://chat.openai.com/g/g-MkeTcz4Z4-alfa-boy-3?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Twitter Bio Generator,Twitter bio,https://www.twitterbio.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
HidingElephant,Logo design,https://www.hidingelephant.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Write Minimal,Writing,https://www.writeminimal.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,37,N/A,4.5,january
CuteChat,Virtual girlfriend,https://cutechat.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,"1,937",5,4.8,january
EEAT,SEO keywords,https://onout.org/eeat/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,18,N/A,5.0,january
YOMO AI,Customer insights,https://www.yomoai.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $10/mo,7,N/A,5.0,january
Informly Idea Validator,Startup ideas,https://validator.informly.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $29,53,N/A,5.0,january
Ask A President,Chatting with historical figures,https://chat.openai.com/g/g-tqkjyl6l1-ask-a-president?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
Docmonster,API documentation,https://docmonster.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From $99/mo,N/A,N/A,N/A,january
Strategic Foresight Consultant,Business forecasting,https://chat.openai.com/g/g-CZG5TNLVV-strategic-foresight-consultant?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
User Interview Summary,User interviews,https://chat.openai.com/g/g-ndObDQurp-user-interview-summary?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
FlowCraft,Diagrams,https://flowcraft.app/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Mia AI,Voice assistants,https://heymia.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
Inpost,Email management,https://inpost.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,From €2.5/mo,N/A,N/A,N/A,january
PlanTrip,Travel itineraries,https://plantrip.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from €4.90 /mo,N/A,N/A,N/A,january
MishkaAI,Chatting,https://t.me/MishkaAI_bot?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Edexia,Student grading,https://www.edexia.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
0dAI,Cybersecurity,https://0dai.omegaai.io/en?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,1,N/A,N/A,january
PlayPlay,Video generation,https://playplay.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Rocketbrew,Linkedin outreach,https://www.therocketbrew.com/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,N/A,N/A,N/A,january
Character Image Generator with JSON Interpreter,Character creation,https://chat.openai.com/g/g-iczK3lidK-character-image-generator-with-json-interpreter?ref=taaft&utm_source=taaft&utm_medium=referral,Free,N/A,N/A,N/A,january
iMean AI Builder,Workflow automation,https://builder.imean.ai/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,22,N/A,N/A,january
Crikk,Voiceovers,https://crikk.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $20/mo,13,1,5.0,january
BigRead.ai,Reading improvement,https://www.bigread.ai/start/index.html?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,15,N/A,N/A,january
Captiwiz,Video captions,https://captiwiz.com/?ref=taaft&utm_source=taaft&utm_medium=referral,From $12/mo,14,1,5.0,january
Iceberg,Chatting,https://apps.apple.com/us/app/iceberg-group-chats-with-ai/id6470951246?ref=taaft&utm_source=taaft&utm_medium=referral,Free,10,N/A,N/A,january
Offline Chat,Offline chatting,https://apps.apple.com/us/app/offline-chat-private-ai/id6474077941?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,9,N/A,N/A,january
QRCodeCreator.io,QR codes,https://qr-code-creator.io/?ref=taaft&utm_source=taaft&utm_medium=referral,Free from €7/mo,22,3,5.0,january
E-label.io,Wine e-labeling,https://e-label.io/?ref=taaft&utm_source=taaft&utm_medium=referral,No pricing,3,1,5.0,january
Mr. Beast AI,Youtube philanthropy guidance,https://chat.openai.com/g/g-tpsbGRx6u-mr-beast-ai?ref=taaft&utm_source=taaft&utm_medium=referral,Free,5,N/A,N/A,january
CV Architect Pro,Resume optimization,https://chat.openai.com/g/g-cStsvQbjd-cv-architect-pro?ref=taaft&utm_source=taaft&utm_medium=referral,Free,1,N/A,N/A,january
SEO Writer,SEO content,https://chat.openai.com/g/g-7RFoiHfVN-seo-writer?ref=taaft&utm_source=taaft&utm_medium=referral,Free,6,N/A,N/A,january
Infinite Image Generation,Image generation,https://chat.openai.com/g/g-O1wznBcjk-infinite-image-generation?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,january
Sticker Creator,Stickers,https://chat.openai.com/g/g-OjPg2d3Rx-sticker-creator-remove-background?ref=taaft&utm_source=taaft&utm_medium=referral,Free,3,N/A,N/A,january
Image Generator  Hyper Realistic,Image generation,https://chat.openai.com/g/g-id8RBwgHW-image-generator-hyper-realistic?ref=taaft&utm_source=taaft&utm_medium=referral,Free,5,N/A,N/A,january
Simpsonize Me,Simpsons style avatars,https://chat.openai.com/g/g-kPQ0Gv3yC-simpsonize-me-portrait-edition?ref=taaft&utm_source=taaft&utm_medium=referral,Free,7,N/A,N/A,january
E-ASY Prompts & Gen,Image generation,https://chat.openai.com/g/g-umcHNHpHA-e-asy-prompts-gen?ref=taaft&utm_source=taaft&utm_medium=referral,Free,9,N/A,N/A,january
